ID,Name,Concepticon_ID,Concepticon_Gloss,Portuguese_Gloss,German_Gloss
330_bigconeshapedinstrumentthatisquottootedquotlikeahorn,big cone-shaped instrument that is &quot;tooted&quot; (like a horn),,,instrumento musical em forma de cone grande,Große Tute
331_kasiri,kasiri,,,caxiri,Kaschiri
332_manicuerasweetboiledmandiocajuice,manicuéra (sweet boiled mandioca juice),,,manicuera,"Manicuéra (süßer, abgekochter Mandiocasaft)"
333_cachacarum,cachaça (rum),,,cachaça,Cachaça (Rum)
334_coca,coca,137,COCA,coca,Coca
335_ashfromambauvaleavesasanadditivetococa,ash from ambaúva leaves as an additive to coca,,,cinzas das folhas de ambuava como um aditivo à coca,Asche aus Ambaúvablättern als Zusatz zu Coca
336_roundpolishedcalabashforcocaonlywornduringfestivities,round polished calabash for coca (only worn during festivities),,,cabaça esférica e polida para coca (apenas usadas nos festivais),"Kugelige, polierte Kalabasse für Coca (nur bei Festlichkeiten getragen)"
337_hollowheronbonestothisdevice,hollow heron bones to this device,,,ossos ocos de garça desse dispositivo,Hohler Reiherknochen zu diesem Gerät
338_waxsticksmadefrominambufeathersthataredippedinbeeswaxandthenbenttogether,wax sticks made from inambú feathers that are dipped in beeswax and then bent together,,,"paus de cera feitos de penas de inambu, as quais são mergulhadas em cera de abelha e coladas juntas","Wachsstöcke aus Inambúfedern, die in Bienenwachs getaucht und dann zusammengebogen werden"
339_human,human,683,PERSON,humano,Mensch
340_people,people,789,PEOPLE,pessoas,Leute
341_man,man,1554,MAN,homem,Mann
342_husband,husband,1200,HUSBAND,marido,Ehemann
343_father,father,1217,FATHER,pai,Vater
344_daddy,daddy,,,papai,Papa
345_mother,mother,1216,MOTHER,mãe,Mutter
346_mummy,mummy,,,mamãe,Mama
347_fatherinlaw,father-in-law,1055,FATHER-IN-LAW,sogro,Schwievatter
348_motherinlaw,mother-in-law,1050,MOTHER-IN-LAW,sogra,Schwiegermutter
349_child,child,1304,CHILD (YOUNG HUMAN),criança,Kind
350_infant,infant,1289,BABY,bebê,Säugling
351_myson,my son,,,meu filho,mein Sohn
352_grandson,grandson,1618,GRANDSON,neto,Enkel
353_boy,boy,1366,BOY,menino,Knabe
354_youngman,young man,76,YOUNG MAN,homem jovem,Jüngling
355_brother,brother,1262,BROTHER,irmão,Bruder
356_olderbrother,older brother,1759,OLDER BROTHER,irmão mais velho,älterer Bruder
357_youngerbrother,younger brother,1760,YOUNGER BROTHER,irmão mais novo,jüngerer Bruder
358_brotherinlaw,brother in law,2314,BROTHER-IN-LAW,cunhado,Schwager
359_sister,sister,1263,SISTER,irmã,Schwester
360_oldersister,older sister,1758,OLDER SISTER,irmã mais velha,ältere Schwester
361_youngersister,younger sister,1761,YOUNGER SISTER,irmã mais nova,jüngere Schwester
362_sisterinlaw,sister in law,2317,SISTER-IN-LAW,cunhada,Schwägerin
363_woman,woman,962,WOMAN,mulher,Weib
364_wife,wife,1199,WIFE,esposa,Gattin
365_hiswife,his wife,,,esposa dele,seine Gattin
366_girl,girl,1646,GIRL,menina,Mädchen
367_daughter,daughter,1357,DAUGHTER,filha,Tochter
368_granddaughter,granddaughter,1619,GRANDDAUGHTER,neta,Enkelin
369_widow,widow,1756,WIDOW,viúva,Witwe
370_uncle,uncle,1327,UNCLE,tio,Oheim
371_aunt,aunt,1272,AUNT,tia,Tante
372_malecousin,male cousin,3822,MALE COUSIN,primo,Vetter
373_femalecousin,female cousin,3823,FEMALE COUSIN,prima,Base
374_oldman,old man,406,OLD MAN,velho,Greis
375_oldwoman,old woman,907,OLD WOMAN,velha,Greisin
376_grandfather,grandfather,1383,GRANDFATHER,avô,Großvater
377_grandmother,grandmother,1496,GRANDMOTHER,avó,Großmutter
378_chief,chief,301,CHIEFTAIN,chefe,Häuptling
379_whiteman,white man,2839,WHITE MAN,homem branco,Weißer
380_magician,magician,2137,MAGICIAN,mago,Zauberarzt
381_drug,drug,1372,MEDICINE,droga,Arzneimittel
382_poisonusedtotreatillnesses,poison used to treat illnesses,,,veneno usado para tratar doenças,Krankheitsgift
383_fever,fever,1534,FEVER,febre,Fieber
384_diarrhea,diarrhea,1177,DIARRHEA,diarreia,Dysenterie
385_tobacco,tobacco,974,TOBACCO,tabaco,Tabak
386_tobaccoleaf,tobacco leaf,,,folha de tabaco,Tabakblatt
387_bigcigar,big cigar,,,charuto grande,Große Zigarre
388_cigarfork,cigar fork,,,forquilha para cigarro,Zigarrengabel
389_snufftobacco,snuff tobacco,,,rapé,Schnupftabak
390_devicetosnifftobacco,device to sniff tobacco,,,inalador de rapé,Schnupfapparat
391_boxforsnufftobacco,box for snuff tobacco,,,caixa de rapé,Schnupftabakdose
392_largesnailshellthatisusedasaboxforsnufftobacco,large snail shell that is used as a box for snuff tobacco,,,concha grande de caracol usada como uma caixa de rapé,"Große Schneckenschale, die als Schnupftabakdose verwendet wird"
393_woundscratchestriangularcalabashshardstuddedwithteethofthetrahirafish,"wound scratches (triangular calabash shard, studded with teeth of the trahíra fish)",,,feridas (fragmento triangular de cabaça),"Wundkratzer (dreieckige Kalabassenscherbe, mit Zähnchen d.Trahíra-Fisches besetzt)"
394_deity,deity,3231,DEITY,deidade,Gott
395_ghostdemon,"ghost, demon",,,"fantasma, demônio ","Gespenst, Dämon "
396_forestspiritlinguageralkurupira,forest spirit (língua geral: kurupira),,,espírito da floresta (língua geral: kurupira),Waldgeist (lingoa geral: kurupira)
397_soul,soul,811,SOUL,alma,Seele
398_language,language,1307,LANGUAGE,língua (idioma),Sprache
399_capuchinmonkey,capuchin monkey,439,CEBUS MONKEY,macaco-prego,Affe (Macaco prego)
400_howlermonkey,howler monkey,433,HOWLER MONKEY,bugio,Brüllaffe
401_uacarimonkey,uacari monkey,,,uacari,Uacarí-Affe
402_oayapisamonkey,oayapisá monkey,,,macaco uaiapuçá (japuçá/uapuçá),Oayapisá-Affe
403_yuruparymonkey,yuruparý monkey,,,macaco jurupari,Yuruparý-Affe
404_caiararamonkey,caiarára monkey,,,baiarara,Caiarára-Affe
405_barrigudomonkey,barrigudo monkey,,,macaco barrigudo,Barrigudo-Affe
406_macaquinho,macaquinho,,,macaquinho,Macaquinho
407_bat,bat,1793,BAT,morcego,Fledermaus
408_smallbat,small bat,,,morcego pequeno,Kleine Fledermaus
409_opossum,opossum,309,OPOSSUM,mucura (saruê),Micura
410_colorfuljaguar,colorful jaguar,1250,JAGUAR,onça pintada,"Jaguar, bunter"
411_blackjaguar,black jaguar,,,onça preta,"Jaguar, schwarzer"
412_puma,puma,1891,PUMA,"suçuarana, onça-parda",Puma
413_maracaja,maracajá,,,gato-maracajá,Maracajá
414_deer,deer,1936,DEER,veado,Hirsch
415_reddeer,red deer,3983,RED DEER,veado-vermelho,Hirsch (Rothirsch)
416_otter,otter,15,OTTER,lontra,Fischotter
417_tapir,tapir,312,TAPIR,anta,Tapir
418_capybara,capybara,314,CAPYBARA,capivara,Capivara
419_paca,paca,316,PACA,paca,Paca
420_aguti,agutí,,,cutia,Agutí
421_agutiuaya,agutiuaya,,,cutiara,Agutiuaya
422_coaticoatimundi,coati (coatimundi),2389,COATI (COATIMUNDI),quati,Cuatí
423_cuatipuru,cuatipurú,,,quatipuru (tipo de esquilo),Cuatipurú
424_smallcuatipuru,small cuatipurú,,,quatipuru pequeno,Kleines Cuatipurú
425_muroidmouseorrat,muroid (mouse or rat),2139,MUROID (MOUSE OR RAT),"rato, camundongo","Ratte, Maus"
426_mouse,mouse,1491,MOUSE,camundongo,Maus
427_armadillo,armadillo,1885,ARMADILLO,tatu,Gürteltier
428_giantarmadillo,giant armadillo,,,tatu grande,Riesengürteltiers
429_armadilloshell,armadillo shell,,,casco de tatu,Schale des Gürteltiers
430_sloth,sloth,2446,SLOTH,bicho-preguiça,Faultier
431_giantanteater,giant anteater,,,tamanduá bandeira,Großer Ameisenbär
432_smallanteater,small anteater,,,tamanduá mirim,Kleiner Ameisenbär
433_taitetupig,taitetú pig,,,caititu,Taitetú-Schwein
434_taiasupig,taiasu pig,,,queixada,Taiasú-Schwein
435_pigteeth,pig teeth,,,dente de porco,Schweinszähne
436_europeanpig,european pig,1337,PIG,porco europeu,"Schwein, europaisches"
437_dog,dog,2009,DOG,cão,Hund
438_cat,cat,1208,CAT,gato,Katze
439_manatee,manatee,,,peixe-boi,Manatí
440_dolphin,dolphin,1479,DOLPHIN,golfinho,Delphin
441_smallbirdpassarinho,small bird (=passarinho),,,passarinho,Vogel (=passarinho)
442_egg,egg,744,EGG,ovo,Ei
443_redmacaw,red macaw,,,arara vermelha,"Arara, rot"
444_bluemacaw,blue macaw,,,arara azul,"Arara, blau"
445_periquito,periquito,,,periquito,Periquito
446_parrot,parrot,882,PARROT,papagaio,Papagei
447_anaca,anacã,,,anacã,Anacã
448_curassow,curassow,315,CURASSOW,mutum,Mutum
449_nocturnalcurassow,nocturnal curassow,,,urumutum,Urumutum
450_guan,guan,437,GUAN,jacu,Jacú
451_redthroatedpipingguan,red-throated piping guan,,,cujubi,Cujubim
452_darkwingedtrumpeter,dark-winged trumpeter,,,jacamim,Jacamý
453_greenibis,green ibis,,,coró-coró,Corocoró
454_bigtinamou,big tinamou,,,inambu grande,Großes Inambú
455_smalltinamou,small tinamou,,,inambu pequeno,Kleines Inambú
456_dove,dove,1853,DOVE,pombo,Taube
457_toucan,toucan,308,TOUCAN,tucano,Tucáno
458_oropendola,oropendola,,,japu,Yapú
459_yellowrumpedcacique,yellow-rumped cacique,,,japiim,Japeim
460_woodpeckerarapaso,woodpecker (arapaso),,,arapaçu,Specht (Arapaso)
461_thunderbirdsp,thunder (bird sp.),,,trovão (espécie de ave),Trovão
462_taiasuira,taiasuirá,,,taiasuirá,Taiasuirá
463_aracua,aracuã,,,aracuã,Aracuã
464_anacoro,anacoró,,,anacoró,Anacoró
465_swallowbird,swallow (bird),3077,SWALLOW (BIRD),andorinha,Andurĩ
466_smallwhiteswallow,small white swallow,,,andorinha branca pequena,Kleine weiße Schwalbe
467_nightjar,nightjar,,,noitibó,Nachtschwalbe
468_urataui,uratauí,,,uratau,Uratauí
469_hummingbird,hummingbird,1589,HUMMINGBIRD,beija-flor,Kolibri
470_birdsp,bird (sp.),,,pássaro (sp.),Vogel (spec.)
471_roosterorchicken,rooster or chicken,1318,CHICKEN,"galo, frango","Hahn, Huhn"
472_duck,duck,1360,DUCK,pato,Ente
473_smallcolorfulduck,small colorful duck,,,pato pequeno colorido,Kleine bunte Ente
474_martimpescadortypeofkingfisher,martim pescador (type of kingfisher),,,martim pescador,Martim pescador (Art Eisvogel)
475_carara,carará,,,carará,Carará
476_mergulhao,mergulhão,,,mergulhão,Mergulhão
477_smallgull,small gull,,,gaivota-pequena,Kleine Möve
478_saracuratypeofcoot,saracúra (type of coot),,,saracura,Saracúra (Art Wasserhuhn)
479_soco,socó,,,socó,Socó
480_whiteheron,white heron,,,garça-branca,Weißer Reiher
481_yaburu,yaburú,,,jaburu,Yaburú
482_maguary,maguarý,,,maguari,Maguarý
483_tuyuyu,tuyuyú,,,tuiuiú,Tuyuyú
484_vulture,vulture,1185,VULTURE,urubu,Urubú
485_bighawk,big hawk,,,gavião grande,Großer Gavião
486_hawk,hawk,307,HAWK,gavião,Habicht
487_cancao,cancão,,,cancão,Cancão
488_bigowl,big owl,,,coruja grande,Große Eule
489_smallowl,small owl,,,corujinha,Kleine Eule
490_lungofbird,lung (of bird),,,pulmão (de ave),Lunge
491_liverofbird,liver (of bird),,,fígado (de ave),Leber
492_heartofbird,heart (of bird),,,coração (de ave),Herz
493_stomachofbird,stomach (of bird),,,estômago (de ave),Magen
494_wattle,wattle,,,barbela de ave,Kehllappen
495_fish,fish,227,FISH,peixe,Fisch
496_scale,scale,266,SCALE,escamas,Schuppen
497_fishbone,fishbone,3799,FISHBONE,espinha de peixe,Gräten
498_stingray,stingray,1910,STINGRAY,arraia,Rochen
499_sorubim,sorubim,,,sorubim,Sorubim
500_piranha,piranha,317,PIRANHA,piranha,Piranha
501_electriceel,electric eel,2443,ELECTRIC EEL,enguia elétrica,Zitteraal
502_pirarara,pirarára,,,piraraba,Pirarára
503_pirahiba,pirahíba,,,piraíba,Pirahíba
504_tucunare,tucunaré,,,tucunaré,Tucunaré
505_pacu,pacu,3922,PACU,pacu,Pacú
506_aracu,aracú,,,aracu,Aracú
507_acara,acará,,,acará,Acará
508_trahira,trahira,,,traíra,Trahira
509_yataiuarana,yataiuarana,,,jatuarana,Yataiuarana
510_jacunda,jacundá,,,jacundá,Jacundá
511_mandube,mandubé,,,mandubé,Mandubé
512_pirarucu,pirarucú,,,pirarucu,Pirarucú
513_peixecachorro,peixe cachorro,,,peixe-cachorro,Peixe cachorro
514_candiru,candirú,,,candiru,Candirú
515_alligator,alligator,1581,ALLIGATOR,jacaré,Alligator
516_iguana,iguana,1578,IGUANA,iguana,Leguan
517_lizard,lizard,632,LIZARD,lagarto,Eidechse
518_frog,frog,503,FROG,rã,Frosch
519_toad,toad,894,TOAD,sapo,Kröte
520_frogortoad,frog or toad,,,rã ou sapo,Frosch oder Kröter
521_turtle,turtle,112,TURTLE,tartaruga,Tartaruga
522_bigheadedamazonriverturtle,big-headed amazon river turtle,,,cabeçudo (tipo de tartaruga),Cabeçudo
523_tortoise,tortoise,895,TORTOISE,jabuti,Jabutí
524_shellofthebigheadedamazonriverturtle,shell of the big-headed amazon river turtle,,,casco de cabeçudo,Schild der Cabeçudo
525_snake,snake,730,SNAKE,cobra,Schlange
526_bigwatersnake,big water snake,,,cobra d'água grande,Große Wasserschlange
527_boa,boa,,,jiboia,Jiboya
528_jararaca,jararáca,,,jararaca,Jararáca
529_surucucu,surucucú,,,surucucu,Surucucú
530_earthworm,earthworm,2350,EARTHWORM,minhoca,Erdergenwurm
531_treeearthwormlarva,tree earthworm larva,,,larva de minhoca de árvore,Baumregenwurm
532_ant,ant,587,ANT,formiga,Ameise
533_saubaant,saúba ant,,,saúva,Saúba-Ameise
534_maniuaraant,maniuára ant,,,maniuara,Maniuára-Ameise
535_tocandiraant,tocandíra ant,,,tocandira,Tocandíra-Ameise
536_termite,termite,883,TERMITE,cupim,Termiten
537_taracua,taracuá,,,taracuá (tipo de formiga),Taracuá
538_flyinsect,fly (insect),1504,FLY (INSECT),mosca,Fliege
539_mosquito,mosquito,1509,MOSQUITO,mosquito,Mosquito
540_smallmosquito,small mosquito,,,mosquito pequeno,Kleine Mosquito
541_pium,pium,,,pium,Pium
542_mutuca,mutuca,,,mutuca,Mutuca
543_bee,bee,665,BEE,abelha,Biene
544_honey,honey,942,HONEY,mel,Honig
545_wasp,wasp,1517,WASP,vespa,Wespe
546_grasshopper,grasshopper,607,GRASSHOPPER,gafanhoto,Heuschrecke
547_cricket,cricket,2354,CRICKET,grilo,Grille
548_dragonfly,dragonfly,2352,DRAGONFLY,libélula,Wasserjungfer
549_butterfly,butterfly,1791,BUTTERFLY,borboleta,Schmetterling
550_bigbluebutterfly,big blue butterfly,,,borboleta grande azul,Großer blauer Schmetterling
551_caterpillar,caterpillar,2247,CATERPILLAR,lagarta,Raupe
552_dungbeetle,dung beetle,,,besouro rola-bosta,Mistkäfer
553_firefly,firefly,206,FIREFLY,vagalume,Leuchtkäfer
554_cockroach,cockroach,1575,COCKROACH,barata,Barata
555_tick,tick,1527,TICK,carrapato,Carapato
556_verysmalltick,very small tick,,,carrapato muito pequeno,Sehr kleine Carapato
557_louse,louse,1392,LOUSE,piolho,Laus
558_flea,flea,232,FLEA,pulga,Floh
559_sandflea,sand flea,,,bicho-de-pé,Sandfloh
560_micuim,micuim,,,micuim,Micuim
561_spider,spider,843,SPIDER,aranha,Spinne
562_crab,crab,2348,CRAB,caranguejo,Krebs
563_shrimp,shrimp,2349,SHRIMP,camarão,Camarão
564_scorpion,scorpion,1538,SCORPION,escorpião,Skorpion
565_waterspider,water spider,,,aranha d'água,Wasserspinne
566_centipede,centipede,1974,CENTIPEDE,centopeia,Tausendfuß
567_maruim,maruim,,,maruim,Maruim
568_paca,páca,,,paca (tipo de inseto),Páca
569_shell,shell,598,SHELL,concha,Muschel
570_snail,snail,1543,SNAIL,lesma,Schnecke
571_tree,tree,906,TREE,árvore,Baum
572_leaf,leaf,628,LEAF,folha,Blatt
573_branch,branch,1531,BRANCH,galho,Ast
574_bark,bark,1204,BARK,casca da árvore,Rinde
575_root,root,670,ROOT,raiz,Wurzel
576_thron,thron,124,THORN,espinho,Dorn
577_seed,seed,714,SEED,semente,Samen
578_resin,resin,664,RESIN,resina,Harz
579_peelpod,"peel, pod",2373,SKIN (OF FRUIT),casca da fruta,"Schale, Hülse (d.Frucht)"
580_blossom,blossom,,,flor (termo referente apenas à parte reprodutiva da planta),Blüte
581_fruit,fruit,1507,FRUIT,fruta,Frucht
582_shrub,shrub,751,SHRUB,arbusto,Strauch
583_grass,grass,606,GRASS,grama,Gras
584_maize,maize,506,MAIZE,milho,Mais
585_manioc,manioc,925,CASSAVA,mandioca,Mandioca
586_maniocflour,manioc flour,324,MANIOC FLOUR,farinha de mandioca,Mandiocamehl (Farinha)
587_maniocbread,manioc bread,407,MANIOC BREAD,beiju,Mandiocafladen (Beijú)
588_curata,curatá,,,curatá,Curatá
589_tapioca,tapioca,925,CASSAVA,tapioca,Tapioca
590_banana,banana,868,BANANA,banana,Banane
591_potato,potato,593,POTATO,batata,Batate
592_yam,yam,410,YAM,inhame,"Cará, Inyame"
593_pepper,pepper,1385,PEPPER,pimenta,Capsicum
594_peppersauce,peppersauce,,,molho de pimenta,Pfeffersauce
595_tucupi,tucupi,,,tucupi,Tucupí
596_pineapple,pineapple,2440,PINEAPPLE,abacaxi,Ananas
597_tame,tame,,,domesticado,Zahme
598_savage,savage,,,selvagem,Wilde
599_cocoa,cocoa,,,cacao,Kakao
600_japura,japurá,,,japurá,Yapurá
601_cucura,cucura,,,cucura,Cucura
602_umari,umarí,,,umari,Umarí
603_abiu,abíu,,,abiu,Abíu
604_iua,iua,,,iuá-pixuna,Iua
605_cupuacu,cupuaçu,,,cupuaçu,Copoasú
606_cupui,cupuí,,,cupuí,Copoaï
607_cumaru,cumaru,,,cumaru,Cumarú
608_cubiu,cubiu,,,cubiu,Cubiu
609_pinupinumedicinalplant,pinupinú (medicinal plant),,,pinupinú (planta medicinal),Pinupinú (Medizinalpflanze)
610_pokeanut,pokeá nut,,,tipo de noz,Pokeá-Nuß
611_ucuqui,ucuqui,,,ucuqui,Ukuki
612_pumpkin,pumpkin,864,PUMPKIN,abóbora,Kürbis
613_timbo,timbó,,,timbó,Timbó
614_liana,liana,2388,LIANA,cipó,Sipó
615_rawrubber,raw rubber,,,borracha crua,Kautschuk
616_rubber,rubber,,,borracha,Gummi
617_rubbermilk,rubber milk,,,leite da seringueira,Gummi-Milch
618_bamboo,bamboo,1927,BAMBOO,bambu,Bambus
619_giantreed,giant reed,,,cana-do-reino,Pfeilrohr
620_sugarcane,sugar cane,146,SUGAR CANE,cana-de-açúcar,Zuckerrohr
621_achiote,achiote,349,ACHIOTE,urucum,Urucú
622_carajuru,carajuru,,,carajuru,Carayurú
623_genipap,genipap,,,genipapo,Genipapo
624_moldonmanioccake,mold on manioc cake,,,mofo no bolo de mandioca,Schimmel auf Mandiocafladen
625_morichepalm,moriche palm,,,buriti,Mirití
626_tucum,tucum,,,tucum,Tucum
627_tucuma,tucumã,,,tucumã,Tucumá
628_carana,caraná,,,caraná,Caraná
629_puxiuba,puxiúba,,,paxiúba,Puxiúba
630_piassava,piassava,,,piaçava,Piassába
631_jauari,jauari,,,jauari,Yauarý
632_ubucu,ubuçu,,,ubuçu,Busú
633_acai,açaí,,,açaí,Assaï
634_pupunha,pupunha,,,pupunha,Pupunha
635_pataua,patauá,,,patauá,Patauá
636_bacaba,bacaba,,,bacaba,Bacaba
637_1,1,1493,ONE,1,1
638_2,2,1498,TWO,2,2
639_3,3,492,THREE,3,3
640_4,4,1500,FOUR,4,4
641_5,5,493,FIVE,5,5
642_6,6,1703,SIX,6,6
643_7,7,1704,SEVEN,7,7
644_8,8,1705,EIGHT,8,8
645_9,9,1483,NINE,9,9
646_10,10,1515,TEN,10,10
647_alittle,a little,2924,A LITTLE,pouco,Wenig
648_many,many,1198,MANY,muito,Viel
649_half,half,816,HALF,metade,Halb
650_full,full,1429,FULL,cheio,Voll
651_all,all,98,ALL,"tudo, todo",Alles
652_i,i,1209,I,eu,Ich
653_you,you,1215,THOU,você,Du
654_he,he,1211,HE,ele,Er
655_otheranother,other (another),,,outro (um outro),Ein anderer
656_we,we,1212,WE,nós,Wir
657_yourplural,your (plural),2274,YOUR (PLURAL),seu,Ihr
658_they,they,817,THEY,eles,Sie
659_others,others,197,OTHER,outros,Andere
660_mybow,my bow,,,meu arco,Mein Bogen
661_yourbow,your bow,,,seu arco,Dein Bogen
662_yourcoca,your coca,,,sua coca,Deine Coca
663_hisbow,his bow,,,o arco dele,Sein Bogen
664_ourhouse,our house,,,a nossa casa,Unser Haus
665_yourhouse,your house,,,sua casa,Euer Haus
666_yourhousepoliteform,your house (polite form),,,sua casa (forma educada),Ihr Haus
667_large,large,1202,BIG,grande,Groß
668_small,small,1246,SMALL,pequeno,Klein
669_high,high,1265,HIGH,alto,Hoch
670_deep,deep,1593,DEEP,fundo,Tief
671_long,long,1203,LONG,longo,Lang
672_short,short,1645,SHORT,curto,Kurz
673_wide,wide,1243,WIDE,largo,Breit
674_fatobese,fat (obese),1279,FAT (OBESE),gordo,Fett
675_thinslim,thin (slim),1400,THIN (SLIM),magro,Mager
676_heavy,heavy,1210,HEAVY,pesado,Schwer
677_lightweight,light (weight),1052,LIGHT (WEIGHT),leve,Leicht
678_cold,cold,1287,COLD,frio,Kalt
679_verycold,very cold,,,Muito Frio,sehr kalt
680_warm,warm,1232,WARM,quente,Warm
681_dry,dry,1398,DRY,seco,Trocken
682_wet,wet,1726,WET,molhado,Naß
683_rotten,rotten,1728,ROTTEN,estragado (podre),Verfaut
684_sick,sick,1847,SICK,doente,Krank
685_dead,dead,1625,DEAD,morto,Tot
686_hard,hard,1884,HARD,duro,Hart
687_soft,soft,1856,SOFT,mole,Weich
688_pregnant,pregnant,1123,PREGNANT,grávida,Schwanger
689_good,good,1035,GOOD,bom,Gut
690_beautiful,beautiful,1427,BEAUTIFUL,bonito,Schön
691_bad,bad,1292,BAD,mau,Schlecht
692_brave,brave,3,BRAVE,corajoso,Tapfer
693_cowardly,cowardly,3812,COWARDLY,covarde,Feig
694_white,white,1335,WHITE,branco,Weiß
695_black,black,163,BLACK,preto,Schwarz
696_dirty,dirty,1230,DIRTY,sujo,Schmutzig
697_dark,dark,706,DARK,escuro,Dunkel
698_red,red,156,RED,vermelho,Rot
699_blue,blue,837,BLUE,azul,Blau
700_green,green,1425,GREEN,verde,Grün
701_yellow,yellow,1424,YELLOW,amarelo,Gelb
702_yesterday,yesterday,1174,YESTERDAY,ontem,Gestern
703_today,today,1283,TODAY,hoje,Heute
704_now,now,1376,NOW,Agora,Jetzt
705_immediately,immediately,1963,IMMEDIATELY,imediatamente,Sogleich
706_day24hours,day (24 hours),1260,DAY (24 HOURS),dia (24 horas),Dereinst
707_right,right,1019,RIGHT,direita,Rechts
708_left,left,244,LEFT,esquerda,Links
709_here,here,136,HERE,aqui,Hier
710_near,near,1942,NEAR,perto,Nahe
711_there,there,1937,THERE,lá,Dort
712_far,far,1406,FAR,longe,Fern
713_thereoverthere,there (over there),,,de lá,Dorther
714_infrontofthehouse,in front of (the house),,,na frente de (da casa),Vor (dem Haus)
715_behindthehouse,behind the house,,,atrás da casa,Hinter dem Haus
716_overonthehouse,"over, on the house",,,em cima da casa,"Über, auf dem Haus"
717_onthetree,on the tree,,,na árvore,Auf dem Baum
718_underthehouse,under the house,,,embaixo da casa,Unter dem Haus
719_inthehouseinsidethehouse,"in the house, inside the house",,,"na casa, dentro da casa","In dem Haus, Im innern des Hauses"
720_yes,yes,1268,YES,sim,Ja
721_no,no,1269,NO,não,Nein
722_breathe,breathe,1407,BREATHE,respirar,Atmen
723_standup,stand up,570,STAND UP,se levantar,"Aufstehen, sich erheben"
724_bathe,bathe,138,BATHE,tomar banho,Baden
725_havesex,have sex,549,COPULATE,fazer sexo,Beischlaf vollziehen
726_tie,tie,1917,TIE,amarrar,Binden
727_bury,bury,1719,BURY,enterrar,Begraben
728_stay,stay,987,REMAIN,ficar,Bleiben
729_fry,fry,991,FRY,fritar,Braten
730_burn,burn,2102,BURN,queimar,"Brennen, verbrennen"
731_aburnthouse,a burnt house,,,Uma casa queimada,ein Haus verbrennen
732_bring,bring,692,BRING,trazer,Bringen
733_bringwater,bring water!,,,traz água!,Bring’ Wasser!
734_bringhere,bring here!,,,traz pra cá!,Bring’ hierher!
735_blowtheflute,blow the flute,,,toca a flauta,Flöte blasen
736_think,think,2271,THINK,pensar,Denken
737_drown,drown,1904,DROWN,afogar,Ertrinken
738_eat,eat,1336,EAT,comer,Essen
739_fall,fall,1280,FALL,cair,Fallen
740_wewanttocatchletscatch,"we want to catch, let's catch!",,,"a gente quer pegar, bora pegar!","Wir wollen fangen, laßt uns fangen!"
741_letscatchawoman,lets catch a woman!,,,vamos pegar uma mulher!,laßt uns ein Weib holen [fangen]!
742_fly,fly,1441,FLY (MOVE THROUGH AIR),voar,Fliegen
743_flow,flow,2003,FLOW,fluir,Fließen
744_theriverflows,the river flows,,,o rio flui,der Fluß strömt
745_fishing,fishing,2638,FISHING,pescar,Fischen
746_fearbeafraid,fear (be afraid),1419,FEAR (BE AFRAID),ter medo,Fürchten
747_yawn,yawn,1028,YAWN,bocejar,Gähnen
748_givebirth,give birth,1195,GIVE BIRTH,parir,Gebären
749_givemewater,give me water!,,,me dá água!,Gib mir Wasser!
750_iwantwater,I want water,,,Eu quero água!,Ich will Wasser haben!
751_fart,fart,1159,FART,peidar,Einen Flatus von sich geben
752_go,go,695,GO,ir,Gehen
753_dig,dig,1418,DIG,cavar,Graben
754_seize,seize,855,SEIZE,pegar,Greifen
755_doyouhavewater,do you have water?,,,você tem água?,Hast du Wasser?
756_doyouhavefarinha,do you have farinha?,,,você tem farinha?,Hast du Farinha?
757_strikesomeone,strike (someone),3308,STRIKE (SOMEONE),bater (em alguém),Hauen
758_listen,listen,1608,LISTEN,ouvir,Hören
759_starve,starve,,,morrer de fome,Hungern
760_iamhungry,I am hungry,,,tenho fome,ich habe Hunger
761_cough,cough,879,COUGH,tossir,Husten
762_hunt,hunt,1435,HUNT,caçar,Jagen
763_shitdefecate,shit (defecate),676,SHIT (DEFECATE),defecar,Kacken
764_fight,fight,1423,FIGHT,lutar,Kämpfen
765_chew,chew,321,CHEW,mastigar,Kauen
766_climb,climb,1102,CLIMB,escalar,Klettern
767_cook,cook,1100,COOK (SOMETHING),cozinhar,Kochen
768_come,come,1446,COME,vir,Kommen
769_comehere,come here!,3555,COME HERE,Venha aqui!,du kommst. komm! komm her!
770_itcomesrain,it comes rain,,,tá vindo chuva,Est kommt Regen
771_igotoyou,I go to you,,,eu vou até você,Ich gehe mir dir
772_withyou,with you,,,contigo,mit dir
773_crawl,crawl,96,CRAWL,rastejar,Kriechen
774_imsick,I'm sick,,,estou doete,Ich bin krank
775_laugh,laugh,1355,LAUGH,rir,Lachen
776_do,do,813,DO,fazer,Machen
777_paintsomethingorpainting,paint (something) or painting,3194,PAINT (SOMETHING) OR PAINTING,pintar,"Malen, bemalen"
778_sew,sew,1457,SEW,costurar,Nähen
779_sneeze,sneeze,1621,SNEEZE,espirrar,Niesen
780_whistle,whistle,1025,WHISTLE,assoviar,Pfeifen
781_piss,piss,592,PISS,urinar,Pissen
782_smokeinhale,smoke (inhale),1689,SMOKE (INHALE),fumar,Rauchen
783_talk,talk,2708,TALK,falar (com alguém),Reden
784_smellperceive,smell (perceive),1586,SMELL (PERCEIVE),cheirar,Riechen
